1,137,M75S_5_APH_REV1,6783000B61,20260706,100340,F,0,1,,FFPFFPPPPPNN,1,F,0,20260706,100334,0,,,0,0

 1, ATX_12_SP,    0.000  ,    1.000  ,  10.0,  10.0, 0, J, 1537, 1538, A1, 4.0000000  , 1
 3281, USI1_37_6,    0.692V ,    0.692V ,  87.0,  71.0, 2, U, 576, 95, B2, 2.0407095V , 1
 3282, USI1_38_6,    0.692V ,    0.692V ,  87.0,  71.0, 2, U, 576, 97, B2, 2.0404561V , 1
 3283, USI1_39_6,    0.692V ,    0.692V ,  87.0,  71.0, 2, U, 576, 98, B2, 2.0403716V , 1
 3284, USI1_40_6,    0.692V ,    0.692V ,  87.0,  71.0, 2, U, 576, 181, B2, 2.0410473V , 1
 3285, USI1_41_6,    0.693V ,    0.693V ,  87.0,  71.0, 2, U, 576, 99, B2, 2.0407095V , 1
 3286, USI1_42_6,    0.693V ,    0.693V ,  87.0,  71.0, 2, U, 576, 100, B2, 2.0407095V , 1
 3290, USI1_47_6,    0.706V ,    0.706V ,  84.0,  71.0, 2, U, 576, 101, B2, 2.0557432V , 1
 3291, USI1_48_6,    0.767V ,    0.767V ,  69.0,  73.0, 2, U, 576, 182, B2, 2.1143581V , 1
 3292, USI1_49_6,    0.756V ,    0.756V ,  71.0,  73.0, 2, U, 576, 103, B2, 2.1038851V , 1
 3293, USI1_52_6,    0.756V ,    0.756V ,  71.0,  73.0, 2, U, 576, 631, B2, 2.1039696V , 1
 3295, USI1_54_6,    0.819V ,    0.819V ,  58.0,  75.0, 2, U, 576, 1003, B2, 2.1675676V , 1
 3296, USI1_55_6,    0.818V ,    0.818V ,  58.0,  75.0, 2, U, 576, 1004, B2, 2.1677365V , 1
 3297, USI1_58_6,    0.731V ,    0.731V ,  77.0,  72.0, 2, U, 576, 185, B2, 2.0803209V , 1
 3298, USI1_59_6,    0.734V ,    0.734V ,  77.0,  72.0, 2, U, 576, 186, B2, 2.0798142V , 1
 3299, USI1_60_6,    0.757V ,    0.757V ,  71.0,  73.0, 2, U, 576, 669, B2, 2.1038007V , 1
 3302, USI1_65_6,    0.794V ,    0.794V ,  63.0,  74.0, 2, U, 576, 440, B2, 2.1427365V , 1
 3304, USI1_70_6,    0.729V ,    0.729V ,  78.0,  72.0, 2, U, 576, 646, B2, 2.0748311V , 1
 3306, USI1_73_6,    0.728V ,    0.728V ,  78.0,  72.0, 2, U, 576, 114, B2, 2.0746622V , 1
 3308, USI1_78_6,    0.729V ,    0.729V ,  78.0,  72.0, 2, U, 576, 673, B2, 2.0746622V , 1
 3309, USI1_79_6,    0.727V ,    0.727V ,  78.0,  72.0, 2, U, 576, 797, B2, 2.0744088V , 1
 3310, USI1_80_6,    0.730V ,    0.730V ,  78.0,  72.0, 2, U, 576, 795, B2, 2.0745777V , 1
 3311, USI1_81_6,    0.652V ,    0.652V ,  90.0,  69.0, 2, U, 576, 911, B2, 2.0014358V , 1
 3312, USI1_82_6,    0.745V ,    0.745V ,  74.0,  73.0, 2, U, 576, 107, B2, 2.0950169V , 1
 3315, USI1_87_6,    0.666V ,    0.666V ,  90.0,  69.0, 2, U, 576, 1008, B2, 2.0110642V , 1
 3316, USI1_88_6,    0.601V ,    0.601V ,  90.0,  66.0, 2, U, 576, 109, B2, 1.9472973V , 1
 3320, USI1_92_6,    0.656V ,    0.656V ,  90.0,  69.0, 2, U, 576, 111, B2, 2.0014358V , 1
 3321, USI1_93_6,    0.665V ,    0.665V ,  90.0,  69.0, 2, U, 576, 113, B2, 2.0113176V , 1
 3322, USI1_94_6,    0.648V ,    0.648V ,  90.0,  69.0, 2, U, 576, 108, B2, 1.9963682V , 1
 3323, USI1_95_6,    0.648V ,    0.648V ,  90.0,  69.0, 2, U, 576, 110, B2, 1.9963682V , 1
 3324, USI1_97_6,    0.733V ,    0.733V ,  77.0,  72.0, 2, U, 576, 432, B2, 2.0793074V , 1
 3325, USI1_98_6,    0.649V ,    0.649V ,  90.0,  69.0, 2, U, 576, 56, B2, 1.9968750V , 1
 3326, USI1_99_6,    0.734V ,    0.734V ,  77.0,  72.0, 2, U, 576, 190, B2, 2.0803209V , 1
 3329, USI1_109_6,    0.780V ,    0.780V ,  66.0,  74.0, 2, U, 576, 534, B2, 2.1287162V , 1
 3330, USI1_115_6,    0.782V ,    0.782V ,  66.0,  74.0, 2, U, 576, 500, B2, 2.1279561V , 1
 3331, USI1_118_6,    0.688V ,    0.688V ,  88.0,  70.0, 2, U, 576, 636, B2, 2.0359797V , 1
 3332, USI1_119_6,    0.765V ,    0.765V ,  69.0,  73.0, 2, U, 576, 727, B2, 2.1138514V , 1
 3333, USI1_120_6,    0.766V ,    0.766V ,  69.0,  73.0, 2, U, 576, 212, B2, 2.1138514V , 1

Open <1357> < 403 1355 1357 > -> <1357>-VDDIO_MEM_S3 Parts:CPU.1469; <403>-VDDIO_MEM_S3_SENSE_H Parts:CPU.1423
Open <1358> < 417 1358 > -> <1358>-+5V_DDR5_S3 Parts:DIMM2.146; <417>-VDDIO_MEM_S3_VCC Parts:PU5.7
Open < 667> < 434  667 > -> <667>-PCIEX1SLOT1_SMBUS_DATA Parts:PCIE1X_2.24; <434>-SMBUS1_DATA_3V3_S5 Parts:Q3B-DSG
Open < 692> < 459  692 > -> <692>-USB_PT21_H1P0_HSDN Parts:FCH.401; <459>-H1P0_HSDN Parts:UUS11.6
Open <1038> < 690 1038 > -> <1038>-FUSBCONN1_UP_HSDP Parts:LUS19.2; <690>-USB_PT21_TYPEA4_HSDP Parts:FCH.425
Open < 917> < 701  913  917 > -> <917>-FUSBCONN0_DOWN_HSDN Parts:LUS14.3; <701>-USB_PT21_TYPEA3_HSDN Parts:FCH.376
Open <1033> < 703 1033 > -> <1033>-FUSBCONN1_DOWN_HSDN Parts:LUS20.3; <703>-USB_PT21_TYPEA5_HSDN Parts:FCH.27
Open <1027> < 705 1027 > -> <1027>-RUSBCONN0_UP_HSDN Parts:UUS9.6; <705>-USB_PT21_USBLAN_UP_HSDN Parts:FCH.403
Open < 906> < 771  906 > -> <906>-PCIEX16SLOT_WAKE_R_L Parts:PCIE16X.93; <771>-PCIEX16SLOT_WAKE_L Parts:RPE3
Open < 932> < 910  932 > -> <932>-+12V_S0_SATA Parts:CHD16/CHD3/CHD17/CHD4; <910>-+12V_S0 Parts:PCIE1X_2.21
Open <1018> <1009 1017 1018 1019 1020 1022 1023 1024 1025 > -> <1018>-LAN_MDIP1 Parts:UL17.50; <1009>-LAN_MDIN2 Parts:UL17.53
Open <1019> <1009 1017 1018 1019 1020 1022 1023 1024 1025 > -> <1019>-LAN_MDIP2 Parts:UL17.52; <1009>-LAN_MDIN2 Parts:UL17.53
